ID,Sentence
17098,For the quene Isabell & Mortimer had a gree meyny of theyr retynue that folowed euermore the kynges courte / & went & toke ye kyn∣ges pryces for her peny worthes at good chepe.
17099,Wherfore the coūtre yt they came in / were full sore adrad and almoost de∣stroyed of them.
17100,Thā began ye cominalte of Englonde for to haue enuy to Isabell the quene that so moche loued her before whan she came agayne fro Fraūce for to pursue the fals traytours ye Spensers.
17101,And in that same tyme ye false traytour Robert of Holand that berayed his lord syr Thomas of Lancastre / was than de¦lyuered out of pryson / & was wonders preuy with ye quene Isabell & also with Roger Mortimer.
17102,But that auayled hȳ but lytell / for he was taken at Myghel∣masse next folowyng as he rode toward the quene Isabell to London / & syr Tho¦mas wyther smote of his heed besydes the towne of saynt Albons.
17103,And this syr Thomas dwelled with syr Henry erle of Lancastre / & he put hym asyde for drede of the quene / for she loued hym wonders moche / & prayed vnto ye kyng for hym yt the same Thomas myght be exiled out of Englonde.
17104,And ye noble erle syr Henry of Lancastre had oftentymes herde the comyn damour of ye Englysshmen / of yt disease that was done in Englonde / & al¦so for dyuers wronges yt were done to ye comyn people.
17105,Of the whiche the kyng bare the blame wt wronge.
17106,For he was yonge & tender of age.
17107,And thought as a good man for to do awaye and slake the sclaundre of ye kynges person / yf that he myght in ony maner wyse / so as ye kyng was therof nothynge gylty / wherfore he was in peryll of his lyfe.
17108,And so he assembled all his retenaunces & went & spake wt them of ye kynges honour / & al∣so for to amende his estate.
17109,And syr Tho¦mas Brotherton erle Marshall / and syr Edmond of wodstok yt were the kynges vncles / & also men of Londō made theyr othe for to maynteyn hym in that same quarell.
17110,And theyr cause was this / that the kyng sholde holde his hous and his meyny as a king ought to do / & haue all his ryalte / & that ye quene Isabell shold deliuer out of her handes in to ye kynges handes all maner lordshyppes / rentes / townes & castels yt apperteyned vnto ye crowne of Englōde as other quenes dyd before her / and meddle with none other thynge.
17111,And also that syr Roger Morti∣mer shold abyde & dwell vpon his owne londes / for ye whiche londes he had hol∣pen to disheryte moche people / in so mo∣che that ye comyn people were destroyed through wrongfull takynge.
17112,And also to enquyre how & by whome the kynge was betrayed & falsly deceiued at Stan hope / and through whose coūseyle that the Scottes went away by nyght from the kynge.
17113,And also how and through whose coūseyle ye ordynaunce that was made at the kynges crownacyon was put downe / that is for to saye / that the kynge for amendement and helpyng of the realme / and in honour of hym sholde be gouerned and ruled by .xij.
17114,of the gre∣test and wisest lordes of the realme / and without them sholde nothynge be graū¦ted ne done (as before is sayd) the whi∣che couenauntes were malycyously put downe from the kynge / wherfore many harmes shames & reproues haue fallen to the kyng and his realme.
17115,And that is to vnderstand for as moche as Edward somtyme kyng of Englonde was ordey¦ned by assent of the comynalte in playne parlyament for to be vnder the warde & gouernaunce of Henry erle of Lancastre his cosyn for saluacyon of his body / he was taken out of ye castel of Kenworth where he was in warde / & through co∣lour of quene Isabell & of Mortimer wt∣out cōsent of ony parliament they toke & lad hȳ where as neuer after none of his ynrede myght speke wt hȳ / & after tray toursly murdred hym / for whose deth a∣rose a sclaundre through all christendom whan it was done.
17116,And also ye tresour yt syr Edward of Carnaruan left in many places englōd & in wales was wasted & borne awaye without ye wyll of kyng Edward his sone / in destruccion of hym and all his folke.
17117,¶ Also through whose coūseyle that the kyng gaue vp ye kyng∣dom of Scotlonde / for ye whiche realme the kynges auncesters had full sore tra∣uayled / and so dyd many a noble mā for theyr ryght / & was delyuered to Dauid that was Robert ye Brus sone al ye right that no ryght had to ye realme / as al the worlde it wyst.
17118,¶ And also by whome ye charters & remembraūces yt they had of the right of Scotlōde were taken out of the tresoury & taken to the Scottes the kynges enemyes / to the dysherytyng of hym & his successours / & to grete harme of his lyeges / & grete reprefe to all Eng∣lysshmen for euermore.
17119,¶ Also wherfore ame Ione of ye toure kyng Edwardes syster was disparaged & maryed to Da¦uid yt was Robert ye Brus sone / yt was a traytour & enemy to Englōd / & through whose coūseyle she was taken in to our enemyes handes out of Englōde.
17120,¶ And in the meane whyle the good erle Henry of Lancastre & his cōpany toke coūseyle how these poyntes aboue said might be amended to ye worship of ye king & to his profyte / & to ye profyte also of his lyeges.
17121,¶ And the quene Isabell through con∣iectynge & subtylte & also of Mortymer let ordeyn a parlyament at Salysbury.
17122,And at that parlyamēt was Mortimer made erle of Marche agaynst all the ba∣rons wyll of Englonde in preiudyce of ye kyng & his crowne.
17123,And syr Iohn of El∣tham ye kynges broder was gyrt with a swerde of Cornewayle / & tho was called erle of Cornewayl.
17124,And euermore quene Isabell {pro}cured so moche anenst her sone the king / yt she had ye warde of ye foresaid syr Edward & of his londes.
17125,And at that parlyamēt ye erle of Lancastre wold not come / but ordeyned his power agaynst quene Isabell & Mortymer / and men of London ordeyned them with .v .C.
17126,Whan quene Isabell wyst of the doynge / she swore by god & by his na¦mes full angerly / that in an euyll tyme he thought vpon those poyntes.
17127,Than sent the quene Isabell & Mortmer after theyr retynue / & after ye kynges retynue so that they had ordeyned amōge them an huge hoost.
17128,And they so coūseyled the kyng / that vpon a nyght they rode.
17129,xxiij myle towarde Bedford / where as ye erle of Lancastre was with his company & thought to haue destroyed hym / & that nyght she rode besyde the kyng her sone as a knight armed for drede of deth.
17130,And it was done the kynge to vnderstande ye the erle Henry of Lācastre & his compa∣ny wolde haue destroyed the kyng & his coūseyle for euermore / wherfore ye kyng was somdele towardes hym heuy and anoyed.
17131,¶ Whan ye erle Marshall & the erle of Kent the kynges broder herde of these tydynges / they ode so in message bytwene them / that the kyng graunted hym his peas to the erle Henry of Lan∣castre for a certayne raunsom of.
17132,But that was neuer payed after warde.
17133,And these were ye lordes ye helde with syr Henry of Lancastre / syr Henry Beamont / syr Fouk fitz war syr Tho¦mas Rocelyn / syr Willyam Trussell syrr Thomas wyther / & aboute an ondred knyghtes moo than were to hym cōsen ted / & all those were exled through coū∣seyle of quene Isabell and of Mormer for Mortymer wayted for to haue theyr lōdes yf yt he might through ony maner coniecting / for he was to cous & had to moche wyll / & that was grete pye.
17134,¶ How kynge Edwarde went ouer the see for to do his homage to the kynge of Fraunce for the duchy of Guyen.
17135,IT was not longe after ye the kyng of Fraūce through coūseyle of his Douzepers sent vnto kynge Edward of Englonde that he sholde come to Parys and do his homage (as reason it wolde) for y• duchy of Guyen / & so through coū∣seyle of y• lordes of Englonde kynge Ed∣ward went ouer y• see / & at y• Ascencyon tyde he came to Parys the thyrd yere of his regne for to do his homage vnto the kyng of Fraūce.
17136,And the kyng receyued his homage / & made of hym moche ioye & worship.
17137,But whā kyng Edward had done his homage / hastely he was sente for in to Englonde through y• quene Isa¦bell his moder / & anone hastely he came agayn in to Englond vpon whytsonday wtout takynge leue of y• kyng of Fraūce / wherfore he was wonders wroth.
17138,¶ How syr Roger Mortimer bare hym proudly and wonders hye.
17139,ANd now shall ye here of syr Ro∣ger Mortimer of wygmore that desyred & coueyted to be at an hye estate so that y• kyng graūted hym to be called erle of Marche / throughout all his lord∣shyp.
17140,And he became so proude & so hau∣teyn y• he wold lese & forsake the name y• his elders had euer before / & for y• cause he let call hym erle of Marche / and none of the comyns of Englonde durst call hȳ by other name.
17141,For he was called so by the kynges crye / y• men sholde call hym erle of Marche.
17142,And Mortimer bare hȳ so hauteyne & so proude / that wonder it was for to wyte / & also dysguysed hym with wonders ryche clothes out of all maner of reason / bothe of shapynge & of werynge.
17143,Wherof y• Englysshmen had grete wonder / how & in what maner he myght contryue or fynde suche maner pride / & they sayd amōge them comynly that his pryde sholde not longe endure.
17144,And y• same tyme sir Geffrey Mortimer that was Mortimers sone let call hym kyng of foly / & so it befell afterwarde in dede.
17145,For he was so full of pryde and of wretchednes / that he held a roūde table in Wales to all men that came thyder / & coūterfeyted the doynge & the maner of kyng Arthurs table / but openly he fay∣led.
17146,For the noble kyng Arthur was the moost noble lorde of renome y• was in all the world in his tyme / & yet came neuer none suche after / for al y• noble knyghtes in all chrystendom of dedes of armes as∣sayed dwellyng wt kyng Arthur / & helde hym for theyr lord & souerayn.
17147,And that was well seen / for he conquered in ba∣tayle a Romayn that was called Froll / and gate of hym the realme of Fraūce / & slewe hym wt his own handes.
17148,And also he faught with a gyaunt y• was called Dinabus & slewe hym / y• had rauysshed fayre Eleyn that was kynge Howelles nece kynge of lytell Brytayn.
17149,And after he slewe in batayle y• emperour of Rome that was called Lucie / that had assem∣bled agaynst kynge Arthur for to fyght with hym so moche people of Romayns & Phethis & sarasyns / y• no man coude nombre them / & he discomfited them all as y• story telleth.
